year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2020,Health Science/Health Management,9576,26867,36443,982,2398,3380,10558,29265,39823
2020,Glass Technology/Ceramics,112,42,154,14,13,27,126,55,181
2020,Graphic Design/Communication Design,6886,12783,19669,1178,2376,3554,8064,15159,23223
2020,Greek,168,161,329,45,50,95,213,211,424
2020,Primary School Education/Primary Level Education,1511,8099,9610,44,202,246,1555,8301,9856
2020,Domestic and Nutritional Sciences,1319,5846,7165,170,436,606,1489,6282,7771
2020,Domestic Science,43,138,181,1,1,2,44,139,183
2020,Wood and Fibre Technology,719,153,872,34,9,43,753,162,915
2020,Timber Construction,590,132,722,25,8,33,615,140,755
2020,Wood Science,173,36,209,28,21,49,201,57,258
2020,Metallurgy and Foundry,409,113,522,297,116,413,706,229,935
2020,Indology,42,80,122,19,20,39,61,100,161
2020,Industrial Design/Product Design,1840,1731,3571,296,402,698,2136,2133,4269
2020,Computer Science,87429,18338,105767,20601,7397,27998,108030,25735,133765
2020,Inf./Library Scien. (not at univ. of app.adm.sci.),589,1955,2544,42,133,175,631,2088,2719
2020,Computational Engineer./Technical Computer Science,9706,1550,11256,3235,907,4142,12941,2457,15398
2020,Interior Architecture,383,2919,3302,86,362,448,469,3281,3750
2020,Internal Administration,2506,4894,7400,17,54,71,2523,4948,7471
2020,Instrumental Music,1314,1254,2568,2099,2549,4648,3413,3803,7216
2020,Interdisc. Studies (specialising in Engineering),11017,4080,15097,2837,1085,3922,13854,5165,19019
2020,Interdisc. Studies (special. in Natural Sciences),3335,3531,6866,1123,1033,2156,4458,4564,9022
2020,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",6360,8362,14722,1043,1558,2601,7403,9920,17323
2020,Interdisc. Studies (spec. in Humanities),5214,13021,18235,953,2435,3388,6167,15456,21623
2020,"Interdisc. Studies (special. in Art, Art Theory)",277,606,883,113,161,274,390,767,1157
2020,International Business Studies/Management,16855,21059,37914,6195,6850,13045,23050,27909,50959
2020,Iranian Studies,69,64,133,37,41,78,106,105,211
2020,Islamic Studies/Islamic theology,317,506,823,102,118,220,419,624,1043
2020,Islamic Studies,370,807,1177,153,180,333,523,987,1510
2020,Italian,212,574,786,75,296,371,287,870,1157
2020,Japanese Studies,1418,1794,3212,144,280,424,1562,2074,3636
2020,Jazz and Popular Music,960,358,1318,172,63,235,1132,421,1553
2020,Judaic Studies/Hebrew,185,296,481,42,61,103,227,357,584
2020,Law Enforcement,94,114,208,,,,94,114,208
2020,Cartography,172,72,244,82,63,145,254,135,389
2020,"Catholic Religious Pedagogy, Church Educat. Work",119,274,393,61,96,157,180,370,550
2020,"Catholic Theology, Catholic Religious Education",2767,3710,6477,429,165,594,3196,3875,7071
2020,Caucasian Studies,,,,,2,2,,2,2
2020,Church Music,292,126,418,45,45,90,337,171,508
2020,Classical Philology,172,194,366,35,41,76,207,235,442
2020,"Communication Technology, Information Engineering",4442,639,5081,2177,693,2870,6619,1332,7951
2020,Communication Science/Journalism,4914,11895,16809,389,1152,1541,5303,13047,18350
2020,Composition,129,49,178,159,114,273,288,163,451
2020,Arts Education,989,4577,5566,108,427,535,1097,5004,6101
2020,"Art History, Art Theory",2082,7891,9973,231,1069,1300,2313,8960,11273
2020,Plastics Technology,714,143,857,92,34,126,806,177,983
2020,Land Management Engineering/Landscape Design,2046,2836,4882,118,282,400,2164,3118,5282
2020,Landscape Ecology/Biogeography (ex. SF385 s. 2012),493,787,1280,16,32,48,509,819,1328
2020,Latin,863,1176,2039,36,48,84,899,1224,2123
2020,Latin America Studies,130,296,426,49,107,156,179,403,582
2020,Food Chemistry,663,1503,2166,54,141,195,717,1644,2361
2020,Food Technology,1579,2149,3728,139,256,395,1718,2405,4123
2020,Area of study: Humanities,1151,6750,7901,35,170,205,1186,6920,8106
2020,Area of study: Social Studies,210,231,441,4,4,8,214,235,449
2020,Area of study: Natural Sciences/General Studies,770,3494,4264,17,78,95,787,3572,4359
2020,Area of study: Technology,659,336,995,15,14,29,674,350,1024
2020,Aeronautical and Aerospace Engineering,5486,836,6322,1072,266,1338,6558,1102,7660
2020,Painting,173,212,385,97,149,246,270,361,631
2020,Mine Surveying,19,12,31,7,4,11,26,16,42
2020,Mechanical Engineering,69710,9325,79035,18185,3036,21221,87895,12361,100256
2020,Materials Engineering,1145,428,1573,483,278,761,1628,706,2334
2020,Mathematics,26853,25834,52687,3350,2556,5906,30203,28390,58593
2020,Mechatronics,11642,1191,12833,5830,830,6660,17472,2021,19493
2020,Media Informatics,10892,5426,16318,1204,888,2092,12096,6314,18410
2020,Media Technology,4686,3359,8045,407,279,686,5093,3638,8731
2020,Media Economics/Media Management,4307,7521,11828,340,777,1117,4647,8298,12945
2020,Media Science,3743,8406,12149,372,912,1284,4115,9318,13433
2020,Medicine (General Medicine),31959,56912,88871,5492,7349,12841,37451,64261,101712
2020,Medical Informatics,1499,1147,2646,495,497,992,1994,1644,3638
2020,Metals Technology,636,116,752,4,4,8,640,120,760
2020,Meteorology,670,499,1169,74,68,142,744,567,1311
2020,Microelectronics,47,7,54,165,76,241,212,83,295
2020,Microsystems Technology,1038,203,1241,954,302,1256,1992,505,2497
2020,Dairy Farming,42,27,69,8,21,29,50,48,98
2020,Mineralogy,109,49,158,48,15,63,157,64,221
2020,Medieval and Modern History,435,347,782,36,39,75,471,386,857
2020,Music Education,3302,4256,7558,321,595,916,3623,4851,8474
2020,Musicology/History of Music,2004,2165,4169,281,512,793,2285,2677,4962
2020,Nature Conservation,387,714,1101,153,269,422,540,983,1523
2020,Nautical Science/Maritime Studies,644,169,813,222,33,255,866,202,1068
2020,New Media,1099,1232,2331,234,282,516,1333,1514,2847
2020,Modern Greek,12,20,32,18,49,67,30,69,99
2020,Non-medical Healthcare Professions/Therapies,2405,9875,12280,186,620,806,2591,10495,13086
2020,Low German,2,2,4,,,,2,2,4
2020,Dutch,108,223,331,10,18,28,118,241,359
2020,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",354,802,1156,27,79,106,381,881,1262
2020,Optoelectronics,321,119,440,103,36,139,424,155,579
2020,Orchestral Music,344,373,717,512,675,1187,856,1048,1904
2020,"Oriental Studies, Ancient Oriental Studies",442,595,1037,140,140,280,582,735,1317
2020,Eastern and South Eastern Europe Studies,156,245,401,60,119,179,216,364,580
2020,Oceanography,8,7,15,9,5,14,17,12,29
2020,Early Childhood Education,395,3305,3700,21,246,267,416,3551,3967
2020,Plant Production,367,298,665,44,28,72,411,326,737
2020,Nursing Science/Nursing Management,2895,9300,12195,148,539,687,3043,9839,12882
2020,Pharmacy,4308,9479,13787,871,1649,2520,5179,11128,16307
2020,Philosophy,9400,7695,17095,1196,1051,2247,10596,8746,19342
2020,Physics,30208,12409,42617,5070,2460,7530,35278,14869,50147
2020,Engineering Physics/Mechanical Process Engineering,2239,643,2882,902,237,1139,3141,880,4021
2020,Political Science,15627,12463,28090,1967,2545,4512,17594,15008,32602
2020,Police/Protection of the Constitution,15456,8535,23991,121,70,191,15577,8605,24182
2020,Polish,21,39,60,5,14,19,26,53,79
2020,Portuguese,38,53,91,8,24,32,46,77,123
2020,Psychology,23677,69510,93187,1773,5815,7588,25450,75325,100775
2020,Spatial Planning,2326,2453,4779,483,721,1204,2809,3174,5983
2020,Administration of Justice,680,2160,2840,,1,1,680,2161,2841
2020,Law,47725,62112,109837,3308,6140,9448,51033,68252,119285
2020,Renewable Energy,2052,632,2684,851,232,1083,2903,864,3767
2020,Religious Studies,581,958,1539,149,169,318,730,1127,1857
2020,Restoration Studies,178,603,781,10,58,68,188,661,849
2020,Rhythmics,1,14,15,,3,3,1,17,18
2020,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",541,1712,2253,211,598,809,752,2310,3062
2020,Russian,203,423,626,39,204,243,242,627,869
2020,General Studies (including School Garden),124,544,668,5,21,26,129,565,694
2020,Drama Studies,231,269,500,50,48,98,281,317,598
2020,Naval Architecture/Ship Technology,582,97,679,212,37,249,794,134,928
2020,School Pedagogy,173,346,519,42,63,105,215,409,624
2020,Sinology/Korean Studies,947,1914,2861,175,569,744,1122,2483,3605
2020,Slavic Studies (Slavic Philology),343,650,993,94,376,470,437,1026,1463
2020,Special Needs Education,2820,14291,17111,48,313,361,2868,14604,17472
2020,Other subjects,1056,1365,2421,594,581,1175,1650,1946,3596
2020,Other regional studies,158,238,396,35,108,143,193,346,539
2020,Sorabistics,4,19,23,3,5,8,7,24,31
2020,Social Work,15916,52320,68236,1045,3316,4361,16961,55636,72597
2020,Social Studies,1758,1879,3637,74,121,195,1832,2000,3832
2020,Social Pedagogy,1951,8598,10549,49,321,370,2000,8919,10919
2020,Social Security Administration,697,1649,2346,65,73,138,762,1722,2484
2020,Applied Social Science,5683,19130,24813,371,1074,1445,6054,20204,26258
2020,Social Sciences,8390,11890,20280,948,1615,2563,9338,13505,22843
2020,Sociology,6429,11423,17852,702,1508,2210,7131,12931,20062
2020,Spanish,1111,3240,4351,212,636,848,1323,3876,5199
2020,Sports Management/Sports Economics,6793,3076,9869,501,179,680,7294,3255,10549
2020,Sports Education/Sports Psychology,6264,4412,10676,146,96,242,6410,4508,10918
2020,Sports Science,11477,7351,18828,736,462,1198,12213,7813,20026
2020,Steel Construction,66,10,76,4,,4,70,10,80
2020,Statistics,1608,990,2598,817,478,1295,2425,1468,3893
2020,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",3,6,9,2,1,3,5,7,12
2020,Dance Education,25,124,149,92,173,265,117,297,414
2020,Technical Cybernetics,348,82,430,43,10,53,391,92,483
2020,Technomathematics,1656,484,2140,234,103,337,1890,587,2477
2020,Textile Design,476,2126,2602,70,403,473,546,2529,3075
2020,Textile and Clothing Technology/Industry,439,1963,2402,212,275,487,651,2238,2889
2020,Theatre Studies,729,2103,2832,90,294,384,819,2397,3216
2020,Veterinary Medicine,1035,6199,7234,149,548,697,1184,6747,7931
2020,Animal Production,75,233,308,27,22,49,102,255,357
2020,Sound Engineering,388,58,446,63,15,78,451,73,524
2020,Tourism Management,1986,7362,9348,475,926,1401,2461,8288,10749
2020,Transport and Conveying Technology,316,44,360,31,11,42,347,55,402
2020,Czech,4,19,23,2,25,27,6,44,50
2020,Turkish Studies,64,247,311,43,99,142,107,346,453
2020,Environmental Protection,886,1028,1914,552,376,928,1438,1404,2842
2020,Environmental Technology (including Recycling),4199,2626,6825,776,651,1427,4975,3277,8252
2020,Prehistory and Early History,455,518,973,41,49,90,496,567,1063
2020,Process Engineering,5052,3044,8096,1183,942,2125,6235,3986,10221
2020,Transport Engineering,3304,987,4291,891,280,1171,4195,1267,5462
2020,Transport Economics,1115,459,1574,288,182,470,1403,641,2044
2020,Surveying (Geodesy),3008,1254,4262,758,400,1158,3766,1654,5420
2020,Supply Technology,2464,427,2891,263,87,350,2727,514,3241
2020,Administrative Science/Public Administration,6906,10228,17134,210,294,504,7116,10522,17638
2020,Folklore,275,821,1096,23,100,123,298,921,1219
2020,Economics,11991,5489,17480,2329,2403,4732,14320,7892,22212
2020,Hydraulic Engineering,648,432,1080,181,167,348,829,599,1428
2020,Water Management,529,330,859,319,199,518,848,529,1377
2020,Viticulture and Oenology,713,410,1123,125,96,221,838,506,1344
2020,Handicrafts (technical)/Technology,144,257,401,3,27,30,147,284,431
2020,Handicrafts Education,30,74,104,,,,30,74,104
2020,Materials Technology,2726,948,3674,1159,494,1653,3885,1442,5327
2020,Western Slavic (general and n.e.c.),10,17,27,4,6,10,14,23,37
2020,Economic/Social Geography,278,256,534,15,15,30,293,271,564
2020,Economic/Social History,110,93,203,16,45,61,126,138,264
2020,Business Informatics,46532,11179,57711,5717,3294,9011,52249,14473,66722
2020,Business Engineering spec. in Engineering Sciences,45320,12303,57623,8588,3909,12497,53908,16212,70120
2020,Business Engineering specialising in Economics,21961,7334,29295,3073,1462,4535,25034,8796,33830
2020,Business Mathematics,3557,2260,5817,598,783,1381,4155,3043,7198
2020,Business and Economics Education,2585,4215,6800,81,265,346,2666,4480,7146
2020,Business Law,8643,12105,20748,668,1311,1979,9311,13416,22727
2020,Business and Economics,44022,33765,77787,5371,6318,11689,49393,40083,89476
2020,History of Science/History of Technology,26,8,34,1,,1,27,8,35
2020,Dentistry,4284,8980,13264,1062,1249,2311,5346,10229,15575
2020,Customs and Tax Administration,2956,3948,6904,8,30,38,2964,3978,6942
2021,Waste Management,55,27,82,2,1,3,57,28,85
2021,African Studies,370,637,1007,160,183,343,530,820,1350
2021,Agricultural Biology,364,375,739,283,244,527,647,619,1266
2021,Agricultural Economics,758,503,1261,400,271,671,1158,774,1932
2021,Agricultural Science/Agriculture,7060,6411,13471,1137,1074,2211,8197,7485,15682
2021,Egyptology,218,329,547,45,57,102,263,386,649
2021,General Linguistics/Indo-European Studies,1252,3526,4778,308,966,1274,1560,4492,6052
2021,General Literary Studies,791,3063,3854,157,533,690,948,3596,4544
2021,Ancient History,135,97,232,13,19,32,148,116,264
2021,American Studies,648,1480,2128,404,659,1063,1052,2139,3191
2021,Applied Art,1315,2569,3884,134,352,486,1449,2921,4370
2021,Applied Linguistics,924,3388,4312,233,821,1054,1157,4209,5366
2021,Applied Systems Science,1726,447,2173,677,243,920,2403,690,3093
2021,English Studies,12565,30343,42908,1431,4219,5650,13996,34562,48558
2021,Anthropology (Human Biology),100,322,422,70,159,229,170,481,651
2021,Arabic/Arabic Studies,155,293,448,90,91,181,245,384,629
2021,Work Studies/Business Studies,873,1270,2143,45,72,117,918,1342,2260
2021,Occupational Guidance and Career Counselling,170,459,629,3,8,11,173,467,640
2021,Labour Administration,301,678,979,7,7,14,308,685,993
2021,Archaeology,2461,2754,5215,196,299,495,2657,3053,5710
2021,Archaeometry (Archaeological Engineering),16,8,24,3,2,5,19,10,29
2021,Architecture,14811,18951,33762,3174,4634,7808,17985,23585,41570
2021,Archive and Documentation Science,150,259,409,15,49,64,165,308,473
2021,Archive Studies,178,237,415,5,8,13,183,245,428
2021,Asian Languages and Cultures/Asian Studies,415,966,1381,234,473,707,649,1439,2088
2021,Astrophysics and Astronomy,202,78,280,229,141,370,431,219,650
2021,Ophthalmic Optics,227,522,749,29,55,84,256,577,833
2021,Immigrant Education,15,118,133,31,61,92,46,179,225
2021,Non-Europ. Lang. and Cult. in Oceania and America,67,120,187,25,66,91,92,186,278
2021,Foreign Affairs Administration,105,152,257,,,,105,152,257
2021,Baltic Studies,4,3,7,,3,3,4,6,10
2021,Banking,475,340,815,5,8,13,480,348,828
2021,Civil Engineering/Structural Engineering,32311,14028,46339,8380,3211,11591,40691,17239,57930
2021,Mining/Mine Engineering,748,231,979,777,232,1009,1525,463,1988
2021,Occupation-specific Foreign Language Training,394,848,1242,78,177,255,472,1025,1497
2021,"Vocational, Business and Economics Education",730,1121,1851,53,74,127,783,1195,1978
2021,Business Administration,112816,97537,210353,14403,16110,30513,127219,113647,240866
2021,Librarianship,17,38,55,,1,1,17,39,56
2021,Fine Arts/Graphics,1157,1642,2799,470,840,1310,1627,2482,4109
2021,Sculpting/Statuary Art,97,143,240,85,103,188,182,246,428
2021,Biochemistry,3040,4323,7363,653,1100,1753,3693,5423,9116
2021,Bioinformatics,1231,866,2097,361,415,776,1592,1281,2873
2021,Biology,16462,31108,47570,2817,5217,8034,19279,36325,55604
2021,Biomedicine,596,1603,2199,371,539,910,967,2142,3109
2021,Biotechnology,4564,6218,10782,1043,1527,2570,5607,7745,13352
2021,Brewing Science/Beverage Technology,468,126,594,65,18,83,533,144,677
2021,Armed Forces Administration,240,290,530,10,5,15,250,295,545
2021,Byzantine Studies,7,21,28,14,9,23,21,30,51
2021,Caritas Science,25,67,92,8,10,18,33,77,110
2021,Chemistry,20683,14119,34802,3304,3581,6885,23987,17700,41687
2021,Chemical Engineering/Chemical Process Technology,4583,2318,6901,1023,847,1870,5606,3165,8771
2021,Computer Linguistics,572,537,1109,292,450,742,864,987,1851
2021,Computer and Communication Technology,3364,2114,5478,868,544,1412,4232,2658,6890
2021,Danish,17,69,86,,1,1,17,70,87
2021,Performing Arts/Stagecraft/Directing,385,890,1275,122,319,441,507,1209,1716
2021,German as a Foreign or Second Language,406,2149,2555,350,1317,1667,756,3466,4222
2021,Pastoral Care Studies,114,149,263,15,18,33,129,167,296
2021,Conducting,102,55,157,115,72,187,217,127,344
2021,Printing and Reproduction Technology,555,719,1274,113,98,211,668,817,1485
2021,Gemstone and Jewellery Design,7,26,33,13,37,50,20,63,83
2021,Electrical Power Engineering,1523,236,1759,542,167,709,2065,403,2468
2021,Electrical Engineering/Electronics,37364,4645,42009,17773,4622,22395,55137,9267,64404
2021,Energy Process Engineering,3568,883,4451,1052,338,1390,4620,1221,5841
2021,Nutritional Science,1034,5038,6072,147,704,851,1181,5742,6923
2021,Adult Education and Extracurricular Youth Educat.,579,1966,2545,31,132,163,610,2098,2708
2021,Educational Science (Pedagogy),12525,44596,57121,830,3640,4470,13355,48236,61591
2021,Ethics,378,868,1246,40,85,125,418,953,1371
2021,Ethnology,923,2277,3200,263,406,669,1186,2683,3869
2021,European Ethnology and Cultural Studies,762,2157,2919,228,486,714,990,2643,3633
2021,European Economic Studies,852,1179,2031,178,214,392,1030,1393,2423
2021,"Protestant Religious Pedagogy, Church Educat. Work",226,458,684,2,6,8,228,464,692
2021,"Protestant Theology, Protes. Religious Education",3675,5492,9167,357,240,597,4032,5732,9764
2021,Facility Management,2180,1386,3566,88,87,175,2268,1473,3741
2021,Automotive Technology,8885,648,9533,2532,290,2822,11417,938,12355
2021,Precision Engineering,493,45,538,94,13,107,587,58,645
2021,Manufacturing Technology/Production Engineering,3903,675,4578,1265,272,1537,5168,947,6115
2021,Film and Television Studies,1319,1085,2404,238,270,508,1557,1355,2912
2021,Financial Administration,976,1399,2375,2,2,4,978,1401,2379
2021,Finno-Ugrian Studies,35,73,108,6,9,15,41,82,123
2021,"Forest Science, Forestry",3680,2078,5758,473,327,800,4153,2405,6558
2021,French,857,3578,4435,162,531,693,1019,4109,5128
2021,Horticulture,1171,902,2073,94,82,176,1265,984,2249
2021,Geography,9810,10296,20106,606,656,1262,10416,10952,21368
2021,Geology/Palaeontology,179,135,314,80,54,134,259,189,448
2021,Geoecology,547,691,1238,69,58,127,616,749,1365
2021,Geophysics,897,787,1684,128,116,244,1025,903,1928
